date,store_id,product_id,warehouse_id,supplier_id,units_sold,inventory_level,units_ordered,units_received,delivery_delay_days,stockout_flag,revenue,unit_price_txn,discount_pct,holiday_promo_flag,weather,season
2021-01-01,S015,GRO-P0023,W04,SUP19,10.0,149.0,0,0,0.0,0,2764.5,276.45,0.0,0,Sunny,Winter
2021-01-01,S015,HOM-P0005,W04,SUP03,4.0,227.0,0,0,0.0,0,2025.44,506.36,0.0,0,Sunny,Winter
2021-01-01,S015,PET-P0032,W04,SUP18,49.0,147.0,0,0,0.0,0,101503.5,2071.5,0.0,0,Cold,Winter
2021-01-01,S017,ELE-P0019,W01,SUP07,3.0,139.0,0,0,0.0,0,1841.88,613.96,0.0,0,Unknown,Winter
2021-01-01,S019,FUR-P0019,W02,SUP08,8.0,128.0,0,0,0.0,0,820.72,102.59,0.0,0,Cold,Winter
2021-01-01,S021,CLO-P0019,W02,SUP05,4.0,241.0,0,0,0.0,0,2037.0,509.25,0.0,0,Cloudy,Winter
2021-01-01,S021,SPO-P0001,W02,SUP14,40.0,76.0,0,0,0.0,0,56724.4,1418.11,0.0,0,Cold,Winter
2021-01-01,S021,SPO-P0013,W02,SUP15,6.0,289.0,0,0,0.0,0,32519.28,5419.88,0.0,0,Cold,Winter
2021-01-01,S022,HOM-P0009,W01,SUP20,15.0,218.0,0,0,0.0,0,45015.15,3001.01,0.0,0,Cloudy,Winter
2021-01-01,S023,BEA-P0019,W05,SUP18,9.0,139.0,0,0,0.0,0,3374.73,374.97,0.0,0,Sunny,Winter
2021-01-01,S023,ELE-P0030,W05,SUP19,5.0,101.0,0,0,0.0,0,169698.65,33939.73,0.0,0,Sunny,Winter
2021-01-01,S024,ELE-P0027,W04,SUP15,18.0,140.0,0,0,0.0,0,491669.82,27314.99,0.0,0,Cloudy,Winter
2021-01-01,S024,STA-P0018,W04,SUP19,9.0,114.0,0,0,0.0,0,6764.94,751.66,0.0,0,Cold,Winter
2021-01-02,S001,BEA-P0030,W01,SUP12,6.0,227.0,0,0,0.0,0,3229.74,538.29,0.0,0,Cold,Winter
2021-01-02,S002,BEA-P0008,W01,SUP09,10.0,153.0,0,0,0.0,0,7201.1,720.11,0.0,0,Cloudy,Winter
2021-01-02,S002,PET-P0003,W01,SUP06,50.0,145.0,0,0,0.0,0,58257.0,1165.14,0.0,0,Cold,Winter
2021-01-02,S002,STA-P0031,W01,SUP16,21.0,99.0,0,0,0.0,0,17300.01,823.81,0.0,0,Cold,Winter
2021-01-02,S003,BEA-P0011,W02,SUP15,33.0,185.0,0,0,0.0,0,30940.8,937.6,0.0,0,Cold,Winter
2021-01-02,S003,GRO-P0007,W02,SUP01,3.0,170.0,0,0,0.0,0,840.54,280.18,0.0,0,Cloudy,Winter
2021-01-02,S005,BEA-P0005,W03,SUP17,6.0,180.0,0,0,0.0,0,3519.66,586.61,0.0,0,Cold,Winter
2021-01-02,S007,FUR-P0037,W04,SUP02,8.0,158.0,0,0,0.0,0,231911.12,28988.89,0.0,0,Cold,Winter
2021-01-02,S008,SPO-P0025,W05,SUP20,16.0,124.0,0,0,0.0,0,85177.12,5323.57,0.0,0,Cold,Winter
2021-01-02,S010,GRO-P0031,W01,SUP16,5.0,147.0,0,0,0.0,0,2334.25,466.85,0.0,0,Cloudy,Winter
2021-01-02,S012,STA-P0026,W05,SUP01,16.0,114.0,0,0,0.0,0,1549.92,96.87,10.0,1,Cold,Winter
2021-01-02,S013,CLO-P0039,W07,SUP02,9.0,107.0,0,0,0.0,0,5715.36,635.04,0.0,0,Cloudy,Winter
2021-01-02,S013,ELE-P0008,W07,SUP04,12.0,138.0,0,0,0.0,0,5627.28,468.94,0.0,0,Cloudy,Winter
2021-01-02,S013,KIT-P0017,W07,SUP19,9.0,185.0,0,0,0.0,0,4681.08,520.12,0.0,0,Cloudy,Winter
2021-01-02,S014,PET-P0024,W07,SUP11,5.0,213.0,0,0,0.0,0,11481.75,2296.35,0.0,0,Cloudy,Winter
2021-01-02,S015,BEA-P0007,W04,SUP02,2.0,233.0,0,0,0.0,0,1912.32,956.16,0.0,0,Unknown,Winter
2021-01-02,S015,CLO-P0008,W04,SUP06,5.0,172.0,0,0,0.0,0,3577.55,715.51,0.0,0,Cold,Winter
2021-01-02,S015,GRO-P0003,W04,SUP03,10.0,136.0,0,0,0.0,0,1452.0,145.2,0.0,0,Cloudy,Winter
2021-01-02,S015,GRO-P0023,W04,SUP19,7.0,142.0,0,0,0.0,0,1664.25,237.75,14.0,1,Cloudy,Winter
2021-01-02,S015,STA-P0022,W04,SUP04,19.0,147.0,0,0,0.0,0,11510.58,605.82,0.0,0,Cold,Winter
2021-01-02,S016,ELE-P0036,W06,SUP06,26.0,99.0,0,0,0.0,0,981293.82,37742.07,0.0,0,Cloudy,Winter
2021-01-02,S017,CLO-P0021,W01,SUP17,20.0,207.0,0,0,0.0,0,20761.4,1038.07,0.0,0,Cold,Winter
2021-01-02,S018,HOM-P0024,W02,SUP09,13.0,144.0,0,0,0.0,0,40201.98,3092.46,0.0,0,Cloudy,Winter
2021-01-02,S019,SPO-P0010,W02,SUP04,5.0,203.0,0,0,0.0,0,7395.75,1479.15,0.0,0,Cold,Winter
2021-01-02,S019,STA-P0023,W02,SUP01,10.0,208.0,0,0,0.0,0,2625.9,262.59,0.0,0,Cloudy,Winter
2021-01-02,S019,TOY-P0036,W02,SUP10,4.0,196.0,0,0,0.0,0,2689.16,672.29,0.0,0,Cloudy,Winter
2021-01-02,S020,FUR-P0032,W05,SUP04,9.0,143.0,0,0,0.0,0,27812.79,3090.31,0.0,0,Cloudy,Winter
2021-01-02,S021,BEA-P0027,W02,SUP09,7.0,250.0,0,0,0.0,0,7826.0,1118.0,19.0,1,Cold,Winter
2021-01-02,S021,GRO-P0012,W02,SUP05,9.0,141.0,0,0,0.0,0,4713.3,523.7,0.0,0,Sunny,Winter
2021-01-02,S021,KIT-P0006,W02,SUP12,8.0,265.0,0,0,0.0,0,49459.92,6182.49,0.0,0,Cloudy,Winter
2021-01-02,S022,FUR-P0033,W01,SUP08,10.0,209.0,0,0,0.0,0,104743.3,10474.33,0.0,0,Cold,Winter
2021-01-02,S025,ELE-P0003,W07,SUP04,25.0,148.0,0,0,0.0,0,5154.75,206.19,0.0,0,Sunny,Winter
2021-01-03,S001,BEA-P0003,W01,SUP04,36.0,298.0,0,0,0.0,0,18392.76,510.91,0.0,0,Cloudy,Winter
2021-01-03,S001,GRO-P0016,W01,SUP05,5.0,286.0,0,0,0.0,0,479.3,95.86,0.0,0,Unknown,Winter
2021-01-03,S001,KIT-P0029,W01,SUP06,10.0,284.0,0,0,0.0,0,32196.4,3219.64,0.0,0,Cold,Winter
2021-01-03,S001,PET-P0007,W01,SUP04,11.0,214.0,0,0,0.0,0,12601.71,1145.61,0.0,0,Sunny,Winter
2021-01-03,S001,TOY-P0039,W01,SUP12,11.0,153.0,0,0,0.0,0,5129.52,466.32,0.0,0,Cloudy,Winter
2021-01-03,S002,ELE-P0019,W01,SUP07,8.0,105.0,0,0,0.0,0,4911.68,613.96,0.0,0,Cold,Winter
2021-01-03,S002,SPO-P0009,W01,SUP11,12.0,291.0,0,0,0.0,0,29539.56,2461.63,0.0,0,Cloudy,Winter
2021-01-03,S002,STA-P0001,W01,SUP03,11.0,105.0,0,0,0.0,0,5116.02,730.86,0.0,0,Cold,Winter
2021-01-03,S003,TOY-P0020,W02,SUP02,7.0,211.0,0,0,0.0,0,3542.14,506.02,7.0,1,Sunny,Winter
2021-01-03,S004,CLO-P0012,W02,SUP06,19.0,139.0,0,0,0.0,0,5354.2,281.8,7.0,1,Sunny,Winter
2021-01-03,S004,CLO-P0036,W02,SUP09,30.0,242.0,0,0,0.0,0,21710.7,723.69,0.0,0,Cold,Winter
2021-01-03,S004,ELE-P0024,W02,SUP17,6.0,156.0,0,0,0.0,0,85347.12,14224.52,0.0,0,Cloudy,Winter
2021-01-03,S004,STA-P0002,W02,SUP05,49.0,112.0,0,0,0.0,0,35535.78,725.22,0.0,0,Cloudy,Winter
2021-01-03,S006,FUR-P0018,W02,SUP02,10.0,190.0,0,0,0.0,0,2598.6,259.86,0.0,0,Sunny,Winter
2021-01-03,S006,KIT-P0014,W02,SUP16,7.0,238.0,0,0,0.0,0,18533.34,2647.62,0.0,0,Cloudy,Summer
2021-01-03,S007,BEA-P0025,W04,SUP08,24.0,185.0,0,0,0.0,0,33638.88,1401.62,0.0,0,Cold,Winter
2021-01-03,S007,ELE-P0012,W04,SUP04,13.0,159.0,0,0,0.0,0,3155.62,242.74,7.0,1,Cloudy,Winter
2021-01-03,S007,TOY-P0036,W04,SUP10,48.0,77.0,0,0,0.0,0,29042.88,605.06,10.0,1,Cold,Winter
2021-01-03,S009,STA-P0034,W01,SUP06,7.0,345.0,0,0,0.0,0,2643.48,377.64,0.0,0,Cloudy,Winter
2021-01-03,S010,STA-P0003,W01,SUP20,16.0,248.0,0,0,0.0,0,7139.84,446.24,0.0,0,Cloudy,Winter
2021-01-03,S011,ELE-P0021,W05,SUP19,9.0,185.0,0,0,0.0,0,179269.38,19918.82,13.0,1,Cold,Winter
2021-01-03,S011,ELE-P0038,W05,SUP20,10.0,107.0,0,0,0.0,0,227103.7,22710.37,0.0,0,Sunny,Winter
2021-01-03,S011,FUR-P0014,W05,SUP02,4.0,217.0,0,0,0.0,0,648.92,162.23,0.0,0,Cold,Winter
2021-01-03,S011,PET-P0015,W05,SUP11,5.0,154.0,0,0,0.0,0,6905.0,1381.0,0.0,0,Sunny,Winter
2021-01-03,S011,SPO-P0005,W05,SUP17,7.0,102.0,0,0,0.0,0,3215.24,459.32,0.0,0,Cloudy,Winter
2021-01-03,S012,CLO-P0008,W05,SUP06,90.0,41.0,93,0,14.0,0,64395.9,715.51,0.0,0,Sunny,Winter
2021-01-03,S013,HOM-P0013,W07,SUP09,7.0,239.0,0,0,0.0,0,10198.86,1456.98,0.0,0,Sunny,Winter
2021-01-03,S014,GRO-P0016,W07,SUP05,9.0,241.0,0,0,0.0,0,862.74,95.86,0.0,0,Sunny,Winter
2021-01-03,S014,GRO-P0032,W07,SUP17,11.0,86.0,0,0,0.0,0,769.01,69.91,15.0,1,Cloudy,Winter
2021-01-03,S015,BEA-P0019,W04,SUP18,7.0,131.0,0,0,0.0,0,2624.79,374.97,0.0,0,Cold,Winter
2021-01-03,S015,ELE-P0003,W04,SUP04,14.0,120.0,0,0,0.0,0,2886.66,206.19,0.0,0,Cold,Winter
2021-01-03,S016,HOM-P0017,W06,SUP13,1.0,245.0,0,0,0.0,0,2904.95,2904.95,0.0,0,Sunny,Winter
2021-01-03,S017,BEA-P0005,W01,SUP17,3.0,228.0,0,0,0.0,0,1759.83,586.61,0.0,0,Cloudy,Winter
2021-01-03,S017,FUR-P0005,W01,SUP02,6.0,188.0,0,0,0.0,0,1701.54,283.59,0.0,0,Cold,Winter
2021-01-03,S018,PET-P0034,W02,SUP02,36.0,118.0,0,0,0.0,0,55524.24,1542.34,0.0,0,Cold,Winter
2021-01-03,S020,GRO-P0033,W05,SUP09,6.0,257.0,0,0,0.0,0,2897.58,482.93,0.0,0,Sunny,Winter
2021-01-03,S020,TOY-P0030,W05,SUP17,12.0,264.0,0,0,0.0,0,4324.8,360.4,0.0,0,Cold,Winter
2021-01-03,S021,BEA-P0028,W02,SUP15,10.0,94.0,0,0,0.0,0,11312.6,1131.26,0.0,0,Cloudy,Winter
2021-01-03,S021,ELE-P0004,W02,SUP04,15.0,145.0,0,0,0.0,0,2899.35,193.29,0.0,0,Cold,Winter
2021-01-03,S021,PET-P0021,W02,SUP10,6.0,181.0,0,0,0.0,0,1886.94,314.49,13.0,1,Sunny,Winter
2021-01-03,S021,SPO-P0018,W02,SUP11,27.0,141.0,0,0,0.0,0,40331.52,1493.76,0.0,0,Sunny,Winter
2021-01-03,S021,STA-P0014,W02,SUP13,18.0,249.0,0,0,0.0,0,2133.36,118.52,0.0,0,Sunny,Winter
2021-01-03,S024,BEA-P0009,W04,SUP18,9.0,75.0,0,0,0.0,0,5127.3,569.7,0.0,0,Cloudy,Winter
2021-01-03,S024,STA-P0018,W04,SUP19,10.0,104.0,0,0,0.0,0,7516.6,751.66,0.0,0,Cloudy,Winter
2021-01-03,S025,HOM-P0021,W07,SUP11,7.0,335.0,0,0,0.0,0,3915.03,559.29,0.0,0,Cloudy,Winter
2021-01-04,S001,PET-P0006,W01,SUP12,15.0,222.0,0,0,0.0,0,20901.3,1393.42,0.0,0,Cold,Winter
2021-01-04,S002,KIT-P0018,W01,SUP01,10.0,267.0,0,0,0.0,0,13536.4,1353.64,0.0,0,Cloudy,Winter
2021-01-04,S002,PET-P0022,W01,SUP17,15.0,218.0,0,0,0.0,0,24570.9,1638.06,0.0,0,Cold,Winter
2021-01-04,S005,CLO-P0022,W03,SUP17,24.0,156.0,0,0,0.0,0,15466.08,644.42,0.0,0,Cold,Winter
2021-01-04,S006,TOY-P0035,W02,SUP12,7.0,172.0,0,0,0.0,0,7961.45,1137.35,0.0,0,Cloudy,Winter
2021-01-04,S007,SPO-P0019,W04,SUP03,11.0,85.0,0,0,0.0,0,15860.79,1441.89,0.0,0,Cold,Winter
2021-01-04,S008,TOY-P0018,W05,SUP02,9.0,97.0,0,0,0.0,0,4572.18,508.02,0.0,0,Cloudy,Winter
2021-01-04,S009,KIT-P0009,W01,SUP18,11.0,76.0,0,0,0.0,0,33005.61,3000.51,0.0,0,Sunny,Summer
2021-01-04,S009,TOY-P0038,W01,SUP09,2.0,185.0,0,0,0.0,0,1332.62,666.31,0.0,0,Cloudy,Winter
2021-01-04,S010,ELE-P0004,W01,SUP04,9.0,143.0,0,0,0.0,0,1739.61,193.29,0.0,0,Cold,Winter
2021-01-04,S010,FUR-P0033,W01,SUP08,42.0,206.0,0,0,0.0,0,439921.86,10474.33,0.0,0,Cold,Winter
2021-01-04,S010,TOY-P0033,W01,SUP04,10.0,149.0,0,0,0.0,0,14360.0,1436.0,0.0,0,Cold,Winter
2021-01-04,S011,GRO-P0030,W05,SUP03,17.0,86.0,0,0,0.0,0,5787.14,340.42,0.0,0,Cloudy,Summer
2021-01-04,S012,HOM-P0019,W05,SUP10,6.0,166.0,0,0,0.0,0,21717.06,3619.51,0.0,0,Cold,Winter
2021-01-04,S013,ELE-P0006,W07,SUP07,18.0,115.0,0,0,0.0,0,4666.68,259.26,0.0,0,Cloudy,Winter
2021-01-04,S014,STA-P0010,W07,SUP15,6.0,206.0,0,0,0.0,0,977.46,162.91,0.0,0,Cold,Winter
2021-01-04,S014,TOY-P0031,W07,SUP20,9.0,69.0,0,0,0.0,0,30552.0,804.0,0.0,0,Unknown,Summer
2021-01-04,S015,ELE-P0009,W04,SUP04,7.0,118.0,0,0,0.0,0,989.17,141.31,0.0,0,Cold,Winter
2021-01-04,S015,PET-P0022,W04,SUP17,6.0,185.0,0,0,0.0,0,9828.36,1638.06,0.0,0,Cold,Winter
2021-01-04,S016,CLO-P0040,W06,SUP14,10.0,100.0,0,0,0.0,0,3874.2,387.42,0.0,0,Cold,Winter
2021-01-04,S016,KIT-P0025,W06,SUP05,7.0,265.0,0,0,0.0,0,3560.27,508.61,0.0,0,Heatwave,Summer
2021-01-04,S017,GRO-P0009,W01,SUP05,3.0,107.0,0,0,0.0,0,539.43,179.81,0.0,0,Cold,Winter
2021-01-04,S017,TOY-P0002,W01,SUP02,3.0,195.0,0,0,0.0,0,1202.58,400.86,16.0,1,Cold,Winter
2021-01-04,S019,ELE-P0024,W02,SUP17,6.0,160.0,0,0,0.0,0,85347.12,14224.52,0.0,0,Cloudy,Winter
2021-01-04,S020,BEA-P0020,W05,SUP05,19.0,151.0,0,0,0.0,0,15032.8,791.2,0.0,0,Cloudy,Summer
2021-01-04,S020,HOM-P0013,W05,SUP09,2.0,236.0,0,0,0.0,0,2913.96,1456.98,0.0,0,Sunny,Winter
2021-01-04,S021,BEA-P0034,W02,SUP13,6.0,253.0,0,0,0.0,0,8727.3,1454.55,0.0,0,Unknown,Winter
2021-01-04,S021,CLO-P0007,W02,SUP06,7.0,182.0,0,0,0.0,0,3329.97,475.71,0.0,0,Cold,Winter
2021-01-04,S021,ELE-P0022,W02,SUP04,1.0,260.0,0,0,0.0,0,22317.28,22317.28,0.0,0,Cloudy,Winter
2021-01-04,S021,ELE-P0029,W02,SUP17,8.0,182.0,0,0,0.0,0,126091.04,15761.38,0.0,0,Cold,Winter
2021-01-04,S022,GRO-P0004,W01,SUP03,7.0,130.0,0,0,0.0,0,3821.16,545.88,0.0,0,Cold,Winter
2021-01-04,S023,ELE-P0030,W05,SUP19,24.0,77.0,0,0,0.0,0,814553.52,33939.73,0.0,0,Cold,Winter
2021-01-04,S023,TOY-P0021,W05,SUP19,7.0,159.0,0,0,0.0,0,7144.97,1020.71,0.0,0,Sunny,Winter
2021-01-04,S024,BEA-P0019,W04,SUP18,32.0,109.0,0,0,0.0,0,11999.04,374.97,0.0,0,Sunny,Winter
2021-01-04,S024,STA-P0022,W04,SUP04,4.0,123.0,0,0,0.0,0,1550.88,387.72,36.0,1,Cold,Winter
2021-01-05,S001,PET-P0006,W01,SUP12,8.0,214.0,0,0,0.0,0,11147.36,1393.42,0.0,0,Cold,Winter
2021-01-05,S001,SPO-P0009,W01,SUP11,39.0,172.0,0,0,0.0,0,63362.52,1624.68,34.0,1,Sunny,Winter
2021-01-05,S002,SPO-P0012,W01,SUP18,7.0,231.0,0,0,0.0,0,39064.34,5580.62,0.0,0,Cold,Winter
2021-01-05,S003,BEA-P0011,W02,SUP15,11.0,174.0,0,0,0.0,0,10313.6,937.6,0.0,0,Cloudy,Winter
2021-01-05,S003,TOY-P0024,W02,SUP05,7.0,155.0,0,0,0.0,0,2507.89,358.27,0.0,0,Sunny,Winter
2021-01-05,S004,CLO-P0025,W02,SUP03,7.0,210.0,0,0,0.0,0,5954.76,850.68,20.0,1,Sunny,Winter
2021-01-05,S004,STA-P0008,W02,SUP07,6.0,132.0,0,0,0.0,0,2730.66,455.11,0.0,0,Cloudy,Winter
2021-01-05,S005,TOY-P0006,W03,SUP06,26.0,257.0,0,0,0.0,0,11901.5,457.75,0.0,0,Cloudy,Winter
2021-01-05,S005,TOY-P0013,W03,SUP06,3.0,125.0,0,0,0.0,0,1240.53,413.51,0.0,0,Cloudy,Winter
2021-01-05,S006,ELE-P0003,W02,SUP04,10.0,119.0,0,0,0.0,0,2061.9,206.19,0.0,0,Sunny,Summer
2021-01-05,S006,FUR-P0013,W02,SUP08,18.0,148.0,0,0,0.0,0,8775.36,487.52,0.0,0,Sunny,Winter
2021-01-05,S006,HOM-P0013,W02,SUP09,3.0,307.0,0,0,0.0,0,4370.94,1456.98,0.0,0,Sunny,Winter
2021-01-05,S007,SPO-P0007,W04,SUP14,3.0,143.0,0,0,0.0,0,14998.11,4999.37,0.0,0,Cloudy,Winter
2021-01-05,S011,FUR-P0002,W05,SUP02,5.0,197.0,0,0,0.0,0,515.3,103.06,0.0,0,Unknown,Winter
2021-01-05,S012,HOM-P0019,W05,SUP10,6.0,160.0,0,0,0.0,0,21717.06,3619.51,0.0,0,Cold,Winter
2021-01-05,S015,ELE-P0024,W04,SUP17,4.0,145.0,0,0,0.0,0,56898.08,14224.52,0.0,0,Sunny,Winter
2021-01-05,S015,SPO-P0022,W04,SUP10,5.0,155.0,0,0,0.0,0,3045.55,609.11,0.0,0,Sunny,Winter
2021-01-05,S015,STA-P0025,W04,SUP02,9.0,142.0,0,0,0.0,0,1790.55,198.95,17.0,1,Sunny,Winter
2021-01-05,S017,GRO-P0019,W01,SUP01,18.0,273.0,0,0,0.0,0,9431.28,523.96,0.0,0,Sunny,Winter
2021-01-05,S019,BEA-P0009,W02,SUP18,5.0,33.0,46,0,23.0,0,2848.5,569.7,0.0,0,Sunny,Summer
2021-01-05,S019,ELE-P0009,W02,SUP04,5.0,113.0,0,0,0.0,0,706.55,141.31,0.0,0,Sunny,Winter
2021-01-05,S019,STA-P0016,W02,SUP20,3.0,235.0,0,0,0.0,0,1320.18,440.06,0.0,0,Cold,Winter
2021-01-05,S020,BEA-P0035,W05,SUP12,12.0,159.5,0,0,0.0,0,5874.48,489.54,0.0,0,Cloudy,Winter
2021-01-05,S020,CLO-P0028,W05,SUP01,19.0,142.0,0,0,0.0,0,5590.56,294.24,0.0,0,Cloudy,Winter
2021-01-05,S020,GRO-P0028,W05,SUP09,20.0,222.0,0,0,0.0,0,10168.4,508.42,0.0,0,Cloudy,Winter
2021-01-05,S020,HOM-P0009,W05,SUP20,8.0,236.0,0,0,0.0,0,24008.08,3001.01,0.0,0,Sunny,Winter
2021-01-05,S020,STA-P0002,W05,SUP05,32.0,153.0,0,0,0.0,0,23207.04,725.22,0.0,0,Cold,Winter
2021-01-05,S021,CLO-P0028,W02,SUP01,10.0,94.0,0,0,0.0,0,2942.4,294.24,0.0,0,Sunny,Summer
2021-01-05,S021,FUR-P0008,W02,SUP02,10.0,196.0,0,0,0.0,0,6214.6,621.46,0.0,0,Cold,Winter
2021-01-05,S021,KIT-P0024,W02,SUP05,24.0,115.0,0,0,0.0,0,74236.56,3093.19,0.0,0,Cold,Winter
2021-01-05,S022,BEA-P0009,W01,SUP18,7.0,89.0,0,0,0.0,0,3987.9,569.7,0.0,0,Sunny,Winter
2021-01-05,S022,CLO-P0003,W01,SUP06,7.0,156.0,0,0,0.0,0,3133.55,447.65,0.0,0,Sunny,Winter
2021-01-05,S022,KIT-P0001,W01,SUP11,8.0,102.0,0,0,0.0,0,22566.16,2820.77,0.0,0,Cold,Winter
2021-01-05,S022,SPO-P0007,W01,SUP14,9.0,130.0,0,0,0.0,0,44994.33,4999.37,0.0,0,Cold,Winter
2021-01-05,S024,HOM-P0028,W04,SUP03,20.0,221.0,0,0,0.0,0,28348.6,1417.43,0.0,0,Sunny,Winter
2021-01-05,S024,PET-P0013,W04,SUP05,8.0,218.0,0,0,0.0,0,17280.4,2160.05,0.0,0,Cold,Winter
2021-01-05,S024,SPO-P0030,W04,SUP09,12.0,117.0,0,0,0.0,0,61011.24,5084.27,0.0,0,Cloudy,Winter
2021-01-05,S024,SPO-P0034,W04,SUP02,7.0,328.0,0,0,0.0,0,36662.22,5237.46,0.0,0,Cold,Winter
2021-01-05,S025,KIT-P0021,W07,SUP05,4.0,196.0,0,0,0.0,0,881.88,220.47,0.0,0,Cold,Winter
2021-01-06,S001,STA-P0026,W01,SUP01,5.0,139.0,0,0,0.0,0,538.15,107.63,0.0,0,Cold,Winter
2021-01-06,S002,CLO-P0007,W01,SUP06,10.0,202.0,0,0,0.0,0,4757.1,475.71,0.0,0,Sunny,Winter
2021-01-06,S002,CLO-P0023,W01,SUP04,41.0,215.0,0,0,0.0,0,11618.58,283.38,0.0,0,Cold,Winter
2021-01-06,S002,GRO-P0018,W01,SUP05,6.0,177.0,0,0,0.0,0,3860.76,643.46,0.0,0,Cloudy,Winter
2021-01-06,S002,PET-P0016,W01,SUP09,4.0,121.0,0,0,0.0,0,3165.16,791.29,0.0,0,Unknown,Winter
2021-01-06,S002,STA-P0026,W01,SUP01,6.0,77.0,0,0,0.0,0,645.78,107.63,0.0,0,Cloudy,Winter
2021-01-06,S003,PET-P0006,W02,SUP12,6.0,215.0,0,0,0.0,0,8360.52,1393.42,0.0,0,Cloudy,Winter
2021-01-06,S003,PET-P0010,W02,SUP18,11.0,133.0,0,0,0.0,0,11399.52,1036.32,0.0,0,Cloudy,Winter
2021-01-06,S003,STA-P0010,W02,SUP15,6.0,256.0,0,0,0.0,0,977.46,162.91,0.0,0,Cloudy,Winter
2021-01-06,S004,FUR-P0006,W02,SUP08,6.0,97.0,0,0,0.0,0,3676.26,612.71,0.0,0,Cold,Winter
2021-01-06,S004,GRO-P0025,W02,SUP06,11.0,253.0,0,0,0.0,0,4248.97,386.27,0.0,0,Sunny,Winter
2021-01-06,S004,KIT-P0001,W02,SUP11,7.0,81.0,0,0,0.0,0,16586.15,2369.45,16.0,1,Sunny,Winter
2021-01-06,S005,ELE-P0016,W03,SUP04,10.0,218.0,0,0,0.0,0,3033.2,303.32,0.0,0,Cold,Winter
2021-01-06,S006,HOM-P0012,W02,SUP20,10.0,171.0,0,0,0.0,0,41095.8,4109.58,0.0,0,Sunny,Winter
2021-01-06,S007,FUR-P0022,W04,SUP10,13.0,96.0,0,0,0.0,0,233810.59,17985.43,0.0,0,Cloudy,Winter
2021-01-06,S007,SPO-P0004,W04,SUP15,14.0,100.0,0,0,0.0,0,52571.12,3755.08,0.0,0,Cold,Winter
2021-01-06,S007,STA-P0001,W04,SUP03,8.0,137.0,0,0,0.0,0,5846.88,730.86,0.0,0,Cold,Winter
