date,store_id,product_id,warehouse_id,supplier_id,units_sold,inventory_level,units_ordered,units_received,delivery_delay_days,stockout_flag,revenue,unit_price_txn,discount_pct,holiday_promo_flag,weather,season,product_name,category,unit_cost,unit_price,reorder_point,store_name,city,supplier_name,fill_rate,profit
2023-12-31,S002,ELE-P0013,W01,SUP07,104.0,328.0,158,155,4.0,0,1158.92,13.11,15,0,Sunny,Spring,Laptop Sleeve,Electronics,80.68,110.6,58,Mumbai Andheri Store,Mumbai,Horizon Goods Pvt Ltd,0.9810126582278481,-7231.800000000001
2023-10-30,S001,TOY-P0019,W01,SUP06,310.0,427.0,75,74,4.0,0,16271.28,65.61,20,1,Rainy,Winter,Toy Robot,Toys,365.93,690.78,82,Pune Central Store,Pune,Nationwide Traders,0.9866666666666667,-97167.02
2023-12-18,S005,CLO-P0006,W03,SUP05,256.0,427.0,43,40,0.0,0,13654.02,66.67,20,1,Snowy,Spring,Track Pants,Clothing,244.1,326.68,51,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.9302325581395349,-48835.58
2023-12-19,S001,ELE-P0018,W01,SUP07,50.0,433.0,74,74,5.0,0,1485.5,29.71,0,0,Cloudy,Winter,Memory Card 64GB,Electronics,157.08,258.79,50,Pune Central Store,Pune,Horizon Goods Pvt Ltd,1.0,-6368.500000000001
2023-10-18,S002,CLO-P0016,W01,SUP05,287.0,353.0,88,85,1.0,0,21306.59,87.34,15,1,Rainy,Winter,Ethnic Saree,Clothing,185.62,273.42,80,Mumbai Andheri Store,Mumbai,Bluewave Supplies,0.9659090909090909,-31966.350000000002
2023-12-03,S005,CLO-P0016,W03,SUP05,22.0,57.0,144,135,7.0,1,899.58,40.89,0,0,Cloudy,Spring,Ethnic Saree,Clothing,185.62,273.42,80,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.9375,-3184.0600000000004
2023-10-07,S005,ELE-P0007,W03,SUP04,3.0,160.0,81,80,3.0,0,112.71,37.57,0,1,Snowy,Autumn,HDMI Cable,Electronics,324.36,550.95,67,Delhi Connaught Place Store,Delhi,Apex Trading Corp,0.9876543209876543,-860.37
2023-10-20,S005,GRO-P0012,W03,SUP05,5.0,329.0,178,158,2.0,0,285.43,60.09,5,0,Cloudy,Summer,Salt 1kg,Groceries,300.39,523.7,80,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.8876404494382022,-1216.5199999999998
2023-10-13,S003,CLO-P0020,W02,SUP05,27.0,183.0,117,100,4.0,0,837.9,36.51,15,0,Cloudy,Summer,Maxi Dress,Clothing,98.93,135.41,68,Bengaluru Koramangala Store,Bengaluru,Bluewave Supplies,0.8547008547008547,-1833.21
2023-12-14,S005,GRO-P0006,W03,SUP05,168.0,301.0,30,28,1.0,0,5426.4,32.3,0,0,Cloudy,Winter,Masala Mix 200g,Groceries,259.78,474.03,48,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.9333333333333333,-38216.63999999999
2023-11-26,S002,FUR-P0007,W01,SUP08,54.0,76.0,154,139,0.0,1,1079.57,24.99,20,1,Rainy,Summer,Shoe Rack,Furniture,78.96,125.7,79,Mumbai Andheri Store,Mumbai,Summit Supply Chain,0.9025974025974026,-3184.2699999999995
2023-10-18,S002,GRO-P0013,W01,SUP05,169.0,281.0,146,141,5.0,0,5332.63,35.06,10,0,Snowy,Spring,Sugar 1kg,Groceries,93.31,173.23,46,Mumbai Andheri Store,Mumbai,Bluewave Supplies,0.9657534246575342,-10436.760000000002
2023-12-07,S005,FUR-P0020,W03,SUP02,250.0,449.0,32,29,4.0,0,8406.0,37.36,10,0,Rainy,Winter,Cushion Stool,Furniture,362.09,633.36,89,Delhi Connaught Place Store,Delhi,Metro Wholesale Co.,0.90625,-82116.5
2023-11-06,S004,GRO-P0009,W02,SUP05,81.0,113.0,109,107,5.0,0,7661.79,94.59,0,1,Cloudy,Autumn,Coffee Powder 250g,Groceries,130.38,179.81,40,Chennai T Nagar Store,Chennai,Bluewave Supplies,0.981651376146789,-2898.989999999999
2023-12-02,S001,ELE-P0020,W01,SUP04,191.0,320.0,138,125,3.0,0,14374.47,88.54,15,1,Cloudy,Winter,Car Charger,Electronics,201.23,337.34,75,Pune Central Store,Pune,Apex Trading Corp,0.9057971014492754,-24060.46
2023-11-09,S002,ELE-P0009,W01,SUP04,162.0,234.0,25,24,3.0,0,7305.55,56.37,20,0,Snowy,Spring,USB Hub,Electronics,81.52,141.31,41,Mumbai Andheri Store,Mumbai,Apex Trading Corp,0.96,-5900.69
2023-10-16,S004,GRO-P0012,W02,SUP05,93.0,115.0,156,156,3.0,0,1381.79,17.48,15,0,Sunny,Summer,Salt 1kg,Groceries,300.39,523.7,80,Chennai T Nagar Store,Chennai,Bluewave Supplies,1.0,-26554.48
2023-11-29,S003,FUR-P0004,W02,SUP08,221.0,454.0,124,106,5.0,0,13657.8,61.8,0,0,Rainy,Winter,Bedside Table,Furniture,109.71,203.52,69,Bengaluru Koramangala Store,Bengaluru,Summit Supply Chain,0.8548387096774194,-10588.11
2023-12-27,S004,CLO-P0019,W02,SUP05,33.0,381.0,150,132,6.0,0,462.26,17.51,20,0,Cloudy,Autumn,Polo T-Shirt,Clothing,323.26,509.25,75,Chennai T Nagar Store,Chennai,Bluewave Supplies,0.88,-10205.32
2023-11-30,S002,GRO-P0001,W01,SUP05,291.0,461.0,162,159,6.0,0,14666.4,50.4,0,1,Rainy,Summer,Basmati Rice 5kg,Groceries,362.71,584.44,84,Mumbai Andheri Store,Mumbai,Bluewave Supplies,0.9814814814814815,-90882.21
2023-11-17,S002,FUR-P0005,W01,SUP02,77.0,128.0,59,50,5.0,0,6912.67,94.5,5,0,Cloudy,Winter,Folding Chair,Furniture,171.4,283.59,69,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.847457627118644,-6285.130000000001
2023-12-16,S004,ELE-P0020,W02,SUP04,224.0,427.0,69,66,3.0,0,12481.28,55.72,0,0,Cloudy,Autumn,Car Charger,Electronics,201.23,337.34,75,Chennai T Nagar Store,Chennai,Apex Trading Corp,0.9565217391304348,-32594.239999999998
2023-12-20,S002,TOY-P0020,W01,SUP02,106.0,386.0,170,154,3.0,0,8350.26,98.47,20,0,Snowy,Autumn,Card Game Set,Toys,322.82,544.11,80,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.9058823529411765,-25868.659999999996
2023-11-28,S004,GRO-P0014,W02,SUP01,63.0,237.0,180,164,4.0,0,2560.95,40.65,0,0,Rainy,Summer,Pasta 500g,Groceries,155.33,247.46,59,Chennai T Nagar Store,Chennai,Sunrise Distributors,0.9111111111111111,-7224.840000000001
2023-11-20,S005,TOY-P0018,W03,SUP02,180.0,362.0,158,140,5.0,0,2106.0,11.7,0,1,Sunny,Spring,Slime Kit,Toys,373.69,508.02,42,Delhi Connaught Place Store,Delhi,Metro Wholesale Co.,0.8860759493670886,-65158.2
2023-11-20,S001,GRO-P0015,W01,SUP03,71.0,94.0,126,115,4.0,0,2700.7,40.04,5,1,Rainy,Winter,Ketchup 500ml,Groceries,384.47,565.89,73,Pune Central Store,Pune,Prime Vendors Ltd,0.9126984126984127,-24596.670000000002
2023-11-07,S004,ELE-P0008,W02,SUP04,157.0,337.0,126,126,5.0,0,13564.8,86.4,0,0,Sunny,Autumn,Smart Watch Band,Electronics,334.91,468.94,60,Chennai T Nagar Store,Chennai,Apex Trading Corp,1.0,-39016.07000000001
2023-10-14,S004,ELE-P0020,W02,SUP04,162.0,226.0,75,74,4.0,0,5560.33,40.38,15,1,Snowy,Winter,Car Charger,Electronics,201.23,337.34,75,Chennai T Nagar Store,Chennai,Apex Trading Corp,0.9866666666666667,-27038.93
2023-12-07,S004,CLO-P0014,W02,SUP05,47.0,461.0,80,77,4.0,0,485.35,10.87,5,0,Sunny,Summer,Formal Trousers,Clothing,203.0,365.32,73,Chennai T Nagar Store,Chennai,Bluewave Supplies,0.9625,-9055.65
2023-10-11,S001,FUR-P0013,W01,SUP08,96.0,135.0,127,118,2.0,0,6061.44,63.14,0,0,Snowy,Autumn,Ottoman Stool,Furniture,280.8,487.52,54,Pune Central Store,Pune,Summit Supply Chain,0.9291338582677166,-20895.360000000004
2023-10-23,S005,FUR-P0009,W03,SUP02,23.0,106.0,198,176,1.0,0,1177.23,63.98,20,0,Sunny,Autumn,Wall Shelf Set,Furniture,143.44,215.01,63,Delhi Connaught Place Store,Delhi,Metro Wholesale Co.,0.8888888888888888,-2121.89
2023-12-30,S001,TOY-P0013,W01,SUP06,136.0,169.0,98,87,6.0,0,8815.25,72.02,10,0,Rainy,Winter,Skateboard Kids,Toys,226.58,413.51,55,Pune Central Store,Pune,Nationwide Traders,0.8877551020408163,-21999.63
2023-12-27,S002,TOY-P0006,W01,SUP06,208.0,223.0,132,127,6.0,0,9112.9,48.68,10,0,Cloudy,Spring,Board Game,Toys,335.8,457.75,77,Mumbai Andheri Store,Mumbai,Nationwide Traders,0.9621212121212122,-60733.50000000001
2023-10-24,S002,TOY-P0006,W01,SUP06,4.0,340.0,88,80,1.0,0,307.36,90.4,15,1,Snowy,Winter,Board Game,Toys,335.8,457.75,77,Mumbai Andheri Store,Mumbai,Nationwide Traders,0.9090909090909091,-1035.8400000000001
2023-12-30,S005,TOY-P0016,W03,SUP06,11.0,63.0,164,152,4.0,0,618.33,59.17,5,0,Snowy,Winter,Toy Drone,Toys,67.24,102.49,60,Delhi Connaught Place Store,Delhi,Nationwide Traders,0.926829268292683,-121.30999999999995
2023-11-28,S005,ELE-P0018,W03,SUP07,392.0,461.0,167,165,7.0,0,16093.56,48.3,15,1,Snowy,Summer,Memory Card 64GB,Electronics,157.08,258.79,50,Delhi Connaught Place Store,Delhi,Horizon Goods Pvt Ltd,0.9880239520958084,-45481.80000000001
2023-10-09,S003,CLO-P0006,W02,SUP05,59.0,94.0,152,137,4.0,0,2347.02,39.78,0,0,Sunny,Autumn,Track Pants,Clothing,244.1,326.68,51,Bengaluru Koramangala Store,Bengaluru,Bluewave Supplies,0.9013157894736842,-12054.88
2023-11-08,S002,GRO-P0002,W01,SUP03,321.0,331.0,175,151,3.0,0,26913.92,93.16,10,0,Rainy,Summer,Sunflower Oil 1L,Groceries,320.2,543.38,55,Mumbai Andheri Store,Mumbai,Prime Vendors Ltd,0.8628571428571429,-75870.28
2023-12-16,S002,GRO-P0019,W01,SUP01,19.0,366.0,114,107,7.0,0,971.09,53.8,5,1,Snowy,Winter,Milk Powder 500g,Groceries,331.53,523.96,86,Mumbai Andheri Store,Mumbai,Sunrise Distributors,0.9385964912280702,-5327.98
2023-11-18,S004,ELE-P0010,W02,SUP07,27.0,134.0,162,151,7.0,0,1192.21,46.48,5,1,Rainy,Spring,Webcam HD,Electronics,106.45,170.39,63,Chennai T Nagar Store,Chennai,Horizon Goods Pvt Ltd,0.9320987654320988,-1681.94
2023-12-25,S003,ELE-P0015,W02,SUP04,302.0,483.0,192,190,0.0,0,20504.59,75.44,10,1,Rainy,Winter,LED Strip Lights,Electronics,389.21,687.83,53,Bengaluru Koramangala Store,Bengaluru,Apex Trading Corp,0.9895833333333334,-97036.83
2023-12-15,S003,FUR-P0019,W02,SUP08,119.0,417.0,149,130,2.0,0,6746.82,59.68,5,1,Snowy,Autumn,Console Table,Furniture,65.72,102.59,48,Bengaluru Koramangala Store,Bengaluru,Summit Supply Chain,0.87248322147651,-1073.8600000000006
2023-11-23,S005,TOY-P0013,W03,SUP06,230.0,389.0,69,62,5.0,0,10453.04,56.81,20,1,Cloudy,Summer,Skateboard Kids,Toys,226.58,413.51,55,Delhi Connaught Place Store,Delhi,Nationwide Traders,0.8985507246376812,-41660.36
2023-11-17,S002,TOY-P0010,W01,SUP06,270.0,494.0,182,157,7.0,0,11057.31,48.18,15,0,Snowy,Winter,Dollhouse,Toys,90.42,118.69,47,Mumbai Andheri Store,Mumbai,Nationwide Traders,0.8626373626373627,-13356.090000000002
2023-11-22,S001,GRO-P0014,W01,SUP01,228.0,305.0,188,170,2.0,0,18961.39,97.84,15,1,Cloudy,Summer,Pasta 500g,Groceries,155.33,247.46,59,Pune Central Store,Pune,Sunrise Distributors,0.9042553191489362,-16453.850000000006
2023-10-18,S005,TOY-P0016,W03,SUP06,104.0,179.0,40,39,6.0,0,6336.72,67.7,10,0,Rainy,Winter,Toy Drone,Toys,67.24,102.49,60,Delhi Connaught Place Store,Delhi,Nationwide Traders,0.975,-656.2399999999989
2023-12-07,S003,CLO-P0011,W02,SUP06,30.0,126.0,48,42,3.0,0,2832.04,99.37,5,1,Cloudy,Winter,Sports Jersey,Clothing,388.63,581.19,77,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,0.875,-8826.86
2023-10-27,S004,CLO-P0002,W02,SUP03,174.0,489.0,169,149,0.0,0,8106.4,54.81,15,1,Rainy,Spring,Denim Jeans,Clothing,82.96,156.41,74,Chennai T Nagar Store,Chennai,Prime Vendors Ltd,0.8816568047337278,-6328.639999999999
2023-10-28,S004,FUR-P0011,W02,SUP08,76.0,104.0,190,169,1.0,0,3280.92,43.17,0,0,Sunny,Winter,Dining Chair,Furniture,363.66,503.36,81,Chennai T Nagar Store,Chennai,Summit Supply Chain,0.8894736842105263,-24357.240000000005
2023-10-25,S003,ELE-P0004,W02,SUP04,302.0,386.0,122,110,3.0,0,21080.81,77.56,10,1,Snowy,Winter,LED Desk Lamp,Electronics,125.1,193.29,61,Bengaluru Koramangala Store,Bengaluru,Apex Trading Corp,0.9016393442622951,-16699.389999999996
2023-10-10,S002,GRO-P0004,W01,SUP03,231.0,462.0,110,98,3.0,0,11345.56,51.7,5,1,Cloudy,Summer,Green Tea Pack,Groceries,377.88,545.88,53,Mumbai Andheri Store,Mumbai,Prime Vendors Ltd,0.8909090909090909,-75944.72
2023-12-23,S004,CLO-P0005,W02,SUP06,41.0,187.0,106,101,0.0,0,1834.5,52.64,15,1,Rainy,Summer,Hoodie,Clothing,337.97,529.28,72,Chennai T Nagar Store,Chennai,Nationwide Traders,0.9528301886792453,-12022.27
2023-10-15,S003,FUR-P0017,W02,SUP02,153.0,296.0,60,57,1.0,0,4996.37,40.82,20,0,Snowy,Summer,Kids Study Desk,Furniture,383.51,565.5,55,Bengaluru Koramangala Store,Bengaluru,Metro Wholesale Co.,0.95,-53680.659999999996
2023-10-24,S002,ELE-P0008,W01,SUP04,138.0,225.0,144,125,5.0,0,5584.86,40.47,0,1,Snowy,Winter,Smart Watch Band,Electronics,334.91,468.94,60,Mumbai Andheri Store,Mumbai,Apex Trading Corp,0.8680555555555556,-40632.72
2024-01-01,S004,ELE-P0001,W02,SUP04,496.0,497.0,137,136,7.0,0,17850.54,42.34,15,1,Snowy,Spring,Wireless Mouse,Electronics,214.88,352.22,73,Chennai T Nagar Store,Chennai,Apex Trading Corp,0.9927007299270073,-88729.94
2023-10-22,S004,CLO-P0004,W02,SUP06,32.0,75.0,53,46,0.0,0,2526.21,98.68,20,0,Snowy,Summer,Summer Dress,Clothing,179.78,333.68,62,Chennai T Nagar Store,Chennai,Nationwide Traders,0.8679245283018868,-3226.75
2023-10-13,S005,CLO-P0015,W03,SUP05,117.0,183.0,178,177,1.0,0,7683.74,72.97,10,1,Rainy,Summer,Night Suit,Clothing,159.33,286.69,75,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.9943820224719101,-10957.87
2023-12-13,S004,ELE-P0003,W02,SUP04,21.0,105.0,181,162,7.0,0,552.38,32.88,20,0,Cloudy,Winter,USB-C Charger,Electronics,156.38,206.19,67,Chennai T Nagar Store,Chennai,Apex Trading Corp,0.8950276243093923,-2731.6
2023-11-26,S005,ELE-P0008,W03,SUP04,5.0,61.0,45,39,7.0,0,86.4,18.19,5,0,Rainy,Winter,Smart Watch Band,Electronics,334.91,468.94,60,Delhi Connaught Place Store,Delhi,Apex Trading Corp,0.8666666666666667,-1588.15
2023-11-20,S003,ELE-P0008,W02,SUP04,42.0,62.0,197,177,1.0,0,2460.23,61.66,5,0,Sunny,Spring,Smart Watch Band,Electronics,334.91,468.94,60,Bengaluru Koramangala Store,Bengaluru,Apex Trading Corp,0.8984771573604061,-11605.990000000002
